Category,Price (INR)_mean,Price (INR)_median,Price (INR)_std,Price (INR)_min,Price (INR)_max,Rating_mean,Rating_median,Rating_std,Rating_min,Rating_max,Rating Count_mean,Rating Count_median,Rating Count_std,Rating Count_min,Rating Count_max
Rice & Biryani ,321.0,309.0,16.43,309.0,339.0,4.3,4.3,0.16,4.1,4.5,23.4,11.0,23.31,8.0,63.0
Rice & Breads,58.5,37.5,44.63,18.0,129.0,4.28,4.3,0.17,4.0,4.5,128.33,80.0,103.27,46.0,280.0
Rice & Noodles,278.46,266.0,110.69,119.0,650.0,4.39,4.5,0.51,2.1,5.0,30.33,13.0,51.94,1.0,308.0
Rice & Pulao,194.5,202.0,86.54,55.0,409.0,4.29,4.45,0.58,2.7,5.0,34.03,21.0,49.59,3.0,278.0
Rice & Raita,203.0,195.0,18.91,190.0,235.0,4.36,4.4,0.36,3.9,4.8,57.8,75.0,37.36,1.0,88.0
Rice (Veg &  Non Veg),231.29,240.0,41.73,150.0,280.0,4.24,4.4,0.55,3.0,4.5,100.0,37.0,130.37,8.0,352.0
Rice / Accompaniments,93.29,79.0,89.97,19.0,219.0,4.23,4.3,0.4,3.5,4.7,23.71,22.0,10.14,9.0,35.0
Rice / Pulao,76.67,70.0,50.33,30.0,130.0,3.77,4.1,1.33,2.3,4.9,42.67,4.0,67.84,3.0,121.0
Rice /Noodles chopsuey,350.0,345.0,26.2,325.0,410.0,4.38,4.55,0.62,2.9,5.0,21.83,6.0,43.69,1.0,155.0
Rice And Biriyanis,466.4,457.0,183.27,252.0,720.0,4.54,4.5,0.05,4.5,4.6,43.4,47.0,22.92,11.0,72.0
Rice And Biryani,247.67,220.0,114.27,50.0,549.0,4.11,4.2,0.61,2.2,5.0,74.8,22.0,127.52,3.0,715.0
Rice And Bowls,289.69,332.0,71.64,125.0,344.0,4.62,4.7,0.25,3.9,4.9,54.38,21.0,57.26,5.0,162.0
Rice And Noodles,259.23,250.0,43.08,185.0,332.0,4.29,4.5,0.69,1.8,5.0,29.84,17.0,40.08,3.0,200.0
Rice And Pulao,174.53,180.0,47.57,90.0,259.0,4.37,4.4,0.45,3.2,5.0,86.74,49.0,101.51,1.0,350.0
Rice Bath,82.5,82.5,10.61,75.0,90.0,4.85,4.85,0.07,4.8,4.9,38.5,38.5,20.51,24.0,53.0
Rice Biryani & Fried Rice,117.5,120.0,51.23,60.0,170.0,4.32,4.1,0.45,4.1,5.0,8.25,4.0,9.22,3.0,22.0
Rice Bowl,170.0,170.0,,170.0,170.0,4.7,4.7,,4.7,4.7,3.0,3.0,,3.0,3.0
Rice Bowl ,109.6,120.0,20.13,79.0,129.0,4.6,4.6,0.32,4.2,5.0,319.4,441.0,203.15,39.0,478.0
Rice Bowl Combo's,286.0,286.0,,286.0,286.0,5.0,5.0,,5.0,5.0,6.0,6.0,,6.0,6.0
Rice Bowls,277.82,297.0,80.06,99.0,399.0,4.42,4.5,0.5,2.8,5.0,91.23,18.0,164.05,1.0,674.0
Rice Bowls (White Or Brown Rice),342.5,350.0,34.03,295.0,375.0,4.12,4.2,0.52,3.5,4.6,2.25,1.5,1.89,1.0,5.0
Rice Bowls Large,380.0,390.0,12.54,360.0,390.0,4.39,4.6,0.53,3.4,4.9,31.47,24.0,31.35,1.0,99.0
Rice Bowls Small,279.64,275.0,19.75,250.0,305.0,4.54,4.6,0.31,3.8,5.0,63.5,41.0,58.78,7.0,199.0
Rice Bowls With Drink,269.0,269.0,0.0,269.0,269.0,3.57,4.1,1.29,2.1,4.5,22.67,20.0,19.14,5.0,43.0
Rice Bowls [ Serves 1 ],236.0,239.0,5.2,230.0,239.0,4.47,4.7,0.4,4.0,4.7,4.0,4.0,1.0,3.0,5.0
Rice Bowlz,221.8,229.52,77.44,139.05,740.0,4.35,4.4,0.43,2.4,5.0,33.52,15.5,45.28,1.0,298.0
Rice Combo,199.73,239.0,64.39,89.0,249.0,4.45,4.5,0.43,3.4,5.0,124.82,43.0,282.07,3.0,966.0
Rice In Non Veg,173.0,180.0,12.12,159.0,180.0,3.6,3.8,0.35,3.2,3.8,54.67,53.0,51.52,4.0,107.0
Rice In Veg,132.67,120.0,60.99,79.0,199.0,3.7,4.4,1.48,2.0,4.7,25.0,7.0,34.7,3.0,65.0
Rice Items,152.75,127.0,68.49,59.0,275.0,4.06,4.25,0.57,2.5,4.8,36.44,29.5,30.36,6.0,112.0
Rice Items (north Indian),270.0,300.0,76.35,120.0,320.0,4.56,4.6,0.3,4.0,4.9,16.38,10.0,14.49,5.0,45.0
Rice Items South Indian,244.0,280.0,80.5,100.0,280.0,4.7,4.8,0.29,4.2,4.9,21.0,15.0,15.1,6.0,40.0
Rice Items/ Chapathi,122.0,122.0,38.18,95.0,149.0,4.05,4.05,0.49,3.7,4.4,4.5,4.5,0.71,4.0,5.0
Rice Large(c),276.43,275.0,61.83,215.0,370.0,4.5,4.5,0.37,4.0,5.0,5.43,3.0,6.16,1.0,19.0
Rice Lunchbox,258.17,259.0,42.45,199.0,329.0,4.36,4.5,0.54,1.5,5.0,49.62,11.0,87.86,1.0,486.0
Rice Meal Bowl,344.83,349.0,11.65,329.0,359.0,4.27,4.25,0.45,3.5,5.0,16.08,6.0,24.3,1.0,83.0
Rice Meals,201.18,160.0,75.8,129.0,334.0,4.11,4.2,0.61,2.9,4.9,32.47,22.0,34.24,3.0,142.0
Rice N Biryani,160.0,160.0,84.85,100.0,220.0,4.05,4.05,0.35,3.8,4.3,10.0,10.0,7.07,5.0,15.0
Rice N Pulao,167.5,190.0,52.52,90.0,200.0,3.68,3.7,1.05,2.4,4.9,30.5,4.0,53.67,3.0,111.0
Rice Noodles,225.0,217.5,32.4,195.0,270.0,4.58,4.6,0.38,4.1,5.0,4.25,4.5,2.06,2.0,6.0
Rice Preparation,263.33,265.0,57.52,205.0,320.0,4.13,4.4,0.74,3.3,4.7,5.33,5.0,1.53,4.0,7.0
Rice Regular,240.33,219.0,54.36,169.0,339.0,4.03,4.1,0.62,2.9,5.0,9.13,3.0,15.45,1.0,61.0
Rice Specialities,136.75,149.0,45.33,69.0,180.0,3.76,3.7,0.24,3.5,4.3,185.88,99.0,272.56,35.0,855.0
Rice Specials,369.0,359.0,26.46,349.0,399.0,3.47,3.7,0.59,2.8,3.9,49.67,9.0,75.69,3.0,137.0
Rice Specialties,135.0,135.0,21.21,120.0,150.0,3.55,3.55,0.64,3.1,4.0,7.0,7.0,5.66,3.0,11.0
Rice Varieties,130.0,130.0,,130.0,130.0,4.6,4.6,,4.6,4.6,306.0,306.0,,306.0,306.0
Rice [ Serves 1-2 ],200.0,200.0,,200.0,200.0,4.5,4.5,,4.5,4.5,3.0,3.0,,3.0,3.0
Rice [Late Night],170.0,170.0,,170.0,170.0,4.0,4.0,,4.0,4.0,4.0,4.0,,4.0,4.0
Rice [n],189.5,189.5,14.85,179.0,200.0,3.5,3.5,1.7,2.3,4.7,20.5,20.5,10.61,13.0,28.0
Rice [o],196.25,205.0,57.35,120.0,255.0,3.35,3.45,0.31,2.9,3.6,51.5,33.0,52.18,12.0,128.0
Rice and Biryani,247.05,246.0,61.46,89.0,352.0,4.24,4.4,0.62,2.7,5.0,48.47,17.0,127.27,1.0,792.0
Rice and Breads,88.0,55.0,61.54,50.0,159.0,4.83,4.9,0.21,4.6,5.0,25.0,5.0,36.39,3.0,67.0
Rice and Noodles,204.67,208.0,15.28,188.0,218.0,4.57,4.6,0.25,4.3,4.8,9.67,7.0,6.43,5.0,17.0
Rice and Pulao,207.5,220.0,47.87,140.0,250.0,4.02,4.0,0.22,3.8,4.3,10.75,8.0,7.68,5.0,22.0
Rice and biryani,80.0,80.0,,80.0,80.0,4.5,4.5,,4.5,4.5,33.0,33.0,,33.0,33.0
Rice biryani,163.33,170.0,50.33,110.0,210.0,4.17,4.4,0.68,3.4,4.7,20.33,8.0,22.23,7.0,46.0
Rice varities,176.67,170.0,40.41,140.0,220.0,4.43,4.5,0.12,4.3,4.5,14.33,13.0,7.09,8.0,22.0
"Rice, Biryani & Butter Khichadi",130.88,129.0,19.84,90.5,154.0,3.7,4.1,0.82,2.0,4.6,18.3,17.0,13.03,3.0,36.0
"Rice, Breads & Biryani",247.57,199.0,167.67,79.0,479.0,4.33,4.3,0.17,4.1,4.5,129.0,37.0,166.29,13.0,466.0
"Rice, Papad & Raita",150.38,155.0,62.0,30.0,240.0,4.38,4.3,0.45,3.5,5.0,37.31,23.0,40.43,4.0,127.0
"Rice, Pulao & Biryani",137.0,131.0,37.95,101.0,185.0,4.53,4.45,0.36,4.2,5.0,4.5,3.0,3.0,3.0,9.0
"Rice, Pulao And Biryani",493.33,580.0,158.85,310.0,590.0,4.33,4.3,0.55,3.8,4.9,21.67,12.0,24.01,4.0,49.0
Rice/Dal/Bhaja,87.0,79.0,32.71,49.0,139.0,4.32,4.2,0.22,4.1,4.6,222.2,98.0,375.2,8.0,888.0
Rice/Pulao,254.67,253.0,20.55,235.0,276.0,4.13,4.0,0.23,4.0,4.4,33.67,32.0,7.64,27.0,42.0
Rice/Pulao/ Biryani,310.83,292.5,98.05,220.0,495.0,4.28,4.45,0.54,3.2,4.7,151.67,123.0,116.81,9.0,318.0
Rice/pulao/biryani,273.33,280.0,11.55,260.0,280.0,4.8,4.8,0.2,4.6,5.0,8.33,6.0,6.81,3.0,16.0
Ridge Momos and Bao,445.0,445.0,,445.0,445.0,3.8,3.8,,3.8,3.8,27.0,27.0,,27.0,27.0
Risotto & Pasta,590.0,630.0,69.28,510.0,630.0,3.93,4.0,1.1,2.8,5.0,8.0,6.0,4.36,5.0,13.0
Risottos,489.0,489.0,0.0,489.0,489.0,4.35,4.35,0.78,3.8,4.9,30.5,30.5,23.33,14.0,47.0
Roasted Dry Fruits,490.0,490.0,,490.0,490.0,3.8,3.8,,3.8,3.8,4.0,4.0,,4.0,4.0
Roll,139.67,125.0,67.15,53.0,399.0,4.19,4.3,0.61,2.2,5.0,73.37,14.0,156.06,1.0,840.0
Roll & Starter Combos [FREE Coke & Choco Lava w...,369.0,369.0,0.0,369.0,369.0,4.6,4.6,0.14,4.5,4.7,3.5,3.5,2.12,2.0,5.0
Roll Cakes,140.0,140.0,7.07,135.0,145.0,4.95,4.95,0.07,4.9,5.0,1.5,1.5,0.71,1.0,2.0
Roll Call,131.56,130.0,30.95,79.0,190.0,4.41,4.5,0.2,4.1,4.7,232.11,124.0,262.63,37.0,871.0
Roll Combos,399.0,399.0,0.0,399.0,399.0,4.05,4.05,0.35,3.8,4.3,1.0,1.0,0.0,1.0,1.0
Roll Combos.,359.0,359.0,0.0,359.0,359.0,4.22,4.2,0.63,3.5,5.0,1.0,1.0,0.0,1.0,1.0
Roll Item,100.0,97.5,15.81,85.0,120.0,4.25,4.25,0.31,3.9,4.6,46.75,50.0,30.14,7.0,80.0
Roll Items,91.82,75.0,36.76,45.0,165.0,4.59,4.6,0.15,4.3,4.8,239.18,103.0,290.43,36.0,969.0
Rolls,234.05,168.78,129.54,30.0,569.0,4.24,4.3,0.48,2.3,5.0,35.84,10.0,86.09,1.0,911.0
Rolls & Frankie,150.0,150.0,,150.0,150.0,3.6,3.6,,3.6,3.6,48.0,48.0,,48.0,48.0
Rolls & Fries,217.5,215.0,20.62,195.0,245.0,3.9,4.15,0.91,2.6,4.7,49.25,22.0,68.72,3.0,150.0
Rolls & Wraps,185.6,185.6,27.61,156.6,214.6,4.78,4.8,0.05,4.7,4.8,8.0,8.0,3.37,4.0,12.0
Rolls & wrap,210.0,210.0,,210.0,210.0,4.3,4.3,,4.3,4.3,3.0,3.0,,3.0,3.0
Rolls & wraps,159.0,159.0,,159.0,159.0,3.3,3.3,,3.3,3.3,4.0,4.0,,4.0,4.0
Rolls In Rumali Roti,96.5,99.0,28.72,59.0,129.0,4.3,4.4,0.36,3.8,4.6,10.0,10.5,6.16,2.0,17.0
Rolls Special,103.33,100.0,17.85,70.0,120.0,3.97,4.3,0.72,2.9,4.7,101.33,37.0,142.75,3.0,418.0
Rosa Pastas [Mixed Pink Sauce],311.5,299.0,62.92,249.0,399.0,4.38,4.35,0.49,3.8,5.0,2.0,1.5,1.41,1.0,4.0
Rosh,162.5,162.5,45.96,130.0,195.0,4.55,4.55,0.07,4.5,4.6,248.0,248.0,120.21,163.0,333.0
Rosogolla,120.0,120.0,0.0,120.0,120.0,4.2,4.2,0.28,4.0,4.4,119.5,119.5,13.44,110.0,129.0
Rosogolla ,116.25,120.0,22.87,85.0,140.0,4.7,4.7,0.29,4.4,5.0,39.5,36.5,32.56,3.0,82.0
Roti,56.75,50.0,36.09,10.0,200.0,4.15,4.3,0.58,2.0,5.0,96.01,34.5,158.02,2.0,731.0
Roti ,110.0,110.0,,110.0,110.0,2.3,2.3,,2.3,2.3,5.0,5.0,,5.0,5.0
Roti & Naan,75.67,75.0,43.83,20.0,165.0,4.33,4.4,0.47,3.5,4.9,20.67,17.0,23.31,3.0,89.0
Roti & Nan,66.17,75.0,27.13,32.0,100.0,4.37,4.4,0.23,4.1,4.7,136.67,126.0,75.9,37.0,258.0
Roti & Rice,98.19,79.0,42.85,29.0,199.0,4.3,4.3,0.38,3.4,5.0,108.59,12.0,184.65,1.0,668.0
Roti & Thali,53.75,40.0,41.15,12.0,150.0,3.78,3.85,0.4,3.0,4.3,14.92,10.5,11.3,5.0,45.0
Roti - Naan,47.0,45.0,32.9,15.0,100.0,3.94,3.9,0.72,3.1,5.0,25.4,19.0,29.01,3.0,74.0
Roti And Lacha,87.0,95.0,36.67,40.0,130.0,4.56,4.5,0.18,4.4,4.8,295.8,437.0,237.63,15.0,506.0
Roti And Naan,71.06,68.0,37.6,22.0,140.0,4.34,4.5,0.47,3.0,4.8,91.53,26.0,151.61,3.0,493.0
Roti And Paratha,90.0,90.0,84.85,30.0,150.0,4.75,4.75,0.07,4.7,4.8,32.0,32.0,21.21,17.0,47.0
Roti Bread,60.0,56.0,13.86,48.0,80.0,4.12,3.9,0.61,3.7,5.0,7.75,7.0,4.86,3.0,14.0
Roti In Tandoor,72.84,68.25,25.79,42.0,105.0,4.34,4.3,0.43,3.6,5.0,9.5,10.0,2.33,6.0,12.0
Roti Ki Tokri,89.23,90.0,41.07,40.0,140.0,4.53,4.6,0.29,4.1,5.0,93.23,64.0,101.38,5.0,385.0
Roti Naan And Paratha,16.6,10.0,15.92,8.0,45.0,3.78,3.8,0.29,3.3,4.0,5.6,7.0,4.67,1.0,12.0
Roti and raita,25.0,25.0,7.07,20.0,30.0,4.0,4.0,0.14,3.9,4.1,6.5,6.5,0.71,6.0,7.0
"Roti, Naan, Paratha & Kulcha",100.0,87.5,38.14,45.0,190.0,4.63,4.7,0.36,3.7,5.0,38.59,9.0,62.31,3.0,248.0
Roti/ Naan/ Paratha,90.0,90.0,70.71,40.0,140.0,4.2,4.2,0.57,3.8,4.6,18.5,18.5,13.44,9.0,28.0
Roti/chapati,25.0,25.0,,25.0,25.0,3.2,3.2,,3.2,3.2,5.0,5.0,,5.0,5.0
Roti/parata/naan/bread items,49.25,49.0,24.29,15.0,89.0,4.01,4.0,0.41,3.5,4.6,32.88,25.0,36.02,3.0,110.0
Rotis,34.6,30.0,10.01,25.0,50.0,3.98,4.1,0.52,3.3,4.5,188.8,48.0,356.0,4.0,824.0
Rotis And Breads,81.82,80.0,53.12,30.0,180.0,4.3,4.4,0.48,3.7,5.0,21.91,14.0,18.29,5.0,67.0
Rotiyaan,15.0,15.0,,15.0,15.0,4.6,4.6,,4.6,4.6,3.0,3.0,,3.0,3.0
Round The Clock,285.0,275.0,62.45,185.0,375.0,4.5,4.6,0.41,3.9,5.0,6.29,6.0,2.36,3.0,10.0
Round The Year,76.68,74.58,2.38,74.58,79.24,4.74,4.75,0.1,4.6,4.9,194.8,120.5,208.24,18.0,797.0
Royal 4in1 Pizza,1153.9,1199.0,83.99,999.0,1199.0,4.34,4.4,0.58,2.7,5.0,4.07,3.0,3.31,1.0,20.0
Royal Curries & Breads,231.52,279.0,145.61,79.0,649.0,4.13,4.15,0.57,1.7,5.0,7.0,4.0,8.18,1.0,49.0
Royal Curry & Thali,381.86,399.0,37.29,299.0,399.0,4.61,4.8,0.37,4.1,5.0,2.71,1.0,3.3,1.0,10.0
Royal Daawat Biryani,229.0,229.0,30.0,199.0,259.0,4.4,4.4,0.2,4.2,4.6,32.33,36.0,21.73,9.0,52.0
Rumali Roti Lunchbox,289.16,289.0,37.52,239.0,359.0,4.23,4.4,0.46,3.3,5.0,2.21,1.0,2.54,1.0,14.0
Rumali Roti Thali (New),204.33,221.0,29.96,150.0,262.0,3.39,3.5,0.6,1.5,4.7,1.96,2.0,1.09,1.0,5.0
Rusk And Khari,103.46,100.0,18.21,71.43,119.05,4.46,4.6,0.54,3.2,5.0,5.91,5.0,6.38,1.0,24.0
SALAD,290.71,297.0,57.11,198.0,363.0,4.51,4.8,0.61,3.2,5.0,28.71,26.0,24.95,4.0,82.0
SCHEZWAN FRIED RICE & NOODLES,273.64,280.0,35.62,224.0,336.0,3.65,3.6,0.75,2.0,4.7,5.18,3.0,4.26,2.0,16.0
SIDES AND DIPS,113.06,115.0,45.95,28.57,179.0,4.34,4.4,0.48,1.7,5.0,71.12,21.0,125.16,1.0,795.0
SIMPLE Soup's,145.0,145.0,,145.0,145.0,3.9,3.9,,3.9,3.9,2.0,2.0,,2.0,2.0
SINGLE PASANGA BIRYANI,199.0,199.0,0.0,199.0,199.0,4.9,4.9,0.14,4.8,5.0,3.5,3.5,0.71,3.0,4.0
SNACKS,87.0,90.0,29.09,25.0,140.0,4.12,4.1,0.42,3.4,4.7,21.42,7.0,28.79,3.0,110.0
SOUP NON VEG,215.42,176.0,111.44,143.0,550.0,4.54,4.65,0.35,3.8,4.9,43.67,37.5,31.47,5.0,96.0
SOUP VEG,191.71,154.0,110.34,132.0,440.0,3.79,3.9,0.98,2.0,4.8,9.57,6.0,7.11,3.0,19.0
SPECIAL GHEWAR,460.0,460.0,42.43,430.0,490.0,4.75,4.75,0.07,4.7,4.8,85.5,85.5,111.02,7.0,164.0
SPECIAL MEALS,184.5,184.5,161.93,70.0,299.0,4.1,4.1,0.14,4.0,4.2,2.5,2.5,0.71,2.0,3.0
SPECIAL MOMOS,223.33,235.0,24.66,195.0,240.0,4.67,4.8,0.23,4.4,4.8,3.0,2.0,1.73,2.0,5.0
SPECIAL SODA,60.0,60.0,0.0,60.0,60.0,4.1,4.1,0.71,3.6,4.6,3.5,3.5,0.71,3.0,4.0
STARTER,150.0,150.0,,150.0,150.0,4.9,4.9,,4.9,4.9,8.0,8.0,,8.0,8.0
STARTERS,475.0,430.0,193.47,320.0,850.0,4.65,4.75,0.29,4.2,5.0,8.67,7.0,6.06,3.0,20.0
SUB,200.0,200.0,21.21,185.0,215.0,4.0,4.0,0.28,3.8,4.2,6.0,6.0,2.83,4.0,8.0
SUMMER BEVERAGES,210.0,210.0,0.0,210.0,210.0,4.64,4.7,0.53,3.5,5.0,30.86,17.0,30.22,4.0,84.0
SUMMER COMBOS,360.0,300.0,227.16,240.0,870.0,4.63,4.6,0.11,4.5,4.8,26.57,2.0,36.91,2.0,99.0
SWEET,40.0,40.0,,40.0,40.0,4.2,4.2,,4.2,4.2,754.0,754.0,,754.0,754.0
SWEETS,558.0,540.0,136.64,380.0,730.0,4.22,4.1,0.36,3.9,4.8,13.4,5.0,14.66,4.0,38.0
Saath Saath,111.25,105.0,62.5,50.0,185.0,4.68,4.95,0.59,3.8,5.0,19.25,12.0,23.16,1.0,52.0
Sabji,191.39,281.6,102.61,65.0,303.86,4.2,4.2,0.7,2.2,5.0,33.13,10.0,43.64,1.0,134.0
Sabji By Kg,268.0,270.0,28.98,205.0,325.0,4.57,4.55,0.26,4.2,5.0,192.5,105.5,236.76,3.0,758.0
Sabji In Kg,344.0,300.0,87.64,300.0,500.0,4.48,4.8,0.68,3.3,5.0,60.8,41.0,69.28,6.0,179.0
Sabjiya,128.18,130.0,19.91,90.0,160.0,3.97,3.7,0.59,3.3,5.0,1.91,1.0,1.51,1.0,6.0
Sabziyaan,169.55,170.0,23.59,120.0,230.0,3.94,4.2,0.8,2.0,5.0,21.33,7.0,48.62,1.0,371.0
Sada Dosa,147.44,143.5,22.01,117.0,189.0,4.3,4.45,0.68,2.9,5.0,62.39,23.5,78.89,4.0,233.0
Salad,157.01,120.0,108.16,20.0,545.0,4.09,4.3,0.87,2.0,5.0,28.17,9.0,53.24,1.0,272.0
Salad & Corn,95.0,95.0,,95.0,95.0,4.6,4.6,,4.6,4.6,93.0,93.0,,93.0,93.0
Salad & Curd,65.0,80.0,25.98,35.0,80.0,4.37,4.3,0.12,4.3,4.5,29.33,13.0,32.72,8.0,67.0
Salad & Papad,39.0,39.0,,39.0,39.0,3.1,3.1,,3.1,3.1,24.0,24.0,,24.0,24.0
Salad & Raita,155.88,130.0,83.68,50.0,380.0,4.3,4.4,0.7,2.3,5.0,67.62,9.5,120.42,1.0,444.0
Salad & Raitha,77.0,73.0,41.12,37.0,122.0,4.74,4.8,0.27,4.3,5.0,10.2,9.0,6.06,4.0,20.0
Salad And Papad,95.0,120.0,53.85,25.0,140.0,4.32,4.3,0.5,3.8,5.0,8.6,4.0,10.85,3.0,28.0
Salad And Raita,120.0,120.0,,120.0,120.0,3.8,3.8,,3.8,3.8,3.0,3.0,,3.0,3.0
Salad And Soup,236.0,236.0,53.74,198.0,274.0,4.4,4.4,0.85,3.8,5.0,5.5,5.5,2.12,4.0,7.0
Salad Corner,115.0,115.0,0.0,115.0,115.0,4.6,4.6,0.0,4.6,4.6,14.5,14.5,14.85,4.0,25.0
Salad N Curd,45.0,45.0,12.91,30.0,60.0,3.48,3.55,0.83,2.4,4.4,11.0,8.5,8.76,4.0,23.0
Salad Papad And Curd,86.67,80.0,55.28,25.0,180.0,4.19,4.3,0.61,3.2,4.9,8.67,7.0,6.34,1.0,19.0
Salad Papad Raita,84.0,85.0,67.51,16.0,151.0,4.67,4.7,0.25,4.4,4.9,5.33,3.0,4.04,3.0,10.0
Salad and Curd,25.0,25.0,,25.0,25.0,3.3,3.3,,3.3,3.3,30.0,30.0,,30.0,30.0
Salads,252.52,229.5,143.61,17.0,649.0,4.18,4.35,0.76,1.6,5.0,31.64,6.5,98.47,1.0,785.0
Salads & Accompaniments,215.28,219.0,79.93,110.2,359.0,4.4,4.6,0.66,3.0,5.0,3.65,3.0,3.13,1.0,15.0
Salads & Raitas,86.12,80.0,14.74,70.0,119.0,4.4,4.4,0.42,3.8,5.0,26.12,22.0,19.39,6.0,59.0
Salads & Sides,100.0,100.0,,100.0,100.0,3.7,3.7,,3.7,3.7,20.0,20.0,,20.0,20.0
Salads Bowl,247.5,247.5,81.32,190.0,305.0,4.5,4.5,0.14,4.4,4.6,2.0,2.0,0.0,2.0,2.0
Salads or Thoke,555.0,565.0,26.46,525.0,575.0,3.73,4.4,1.33,2.2,4.6,8.0,7.0,5.57,3.0,14.0
Salem RR Non Veg Starters,248.67,259.0,65.12,179.0,308.0,3.67,3.9,0.59,3.0,4.1,172.67,135.0,163.78,31.0,352.0
Sambharsa Special,214.0,205.0,52.54,150.0,320.0,3.9,3.95,0.69,2.9,4.8,6.8,5.5,5.09,2.0,20.0
Samosa,114.24,106.66,46.78,65.0,180.0,4.48,4.55,0.21,4.1,4.7,31.0,31.0,28.05,2.0,77.0
Samosa Kachori,174.38,150.0,114.95,70.0,420.0,4.48,4.55,0.28,4.0,5.0,141.06,23.5,200.17,3.0,557.0
Samosa Kachori Khaman Jalebi,36.66,26.6,19.82,19.0,66.5,4.56,4.5,0.08,4.5,4.7,369.86,302.0,383.04,24.0,956.0
Samoxa,115.0,115.0,49.5,80.0,150.0,4.6,4.6,0.0,4.6,4.6,73.0,73.0,89.1,10.0,136.0
Sanchwiches,172.5,172.5,24.75,155.0,190.0,4.4,4.4,0.0,4.4,4.4,3.0,3.0,0.0,3.0,3.0
Sandesh,106.35,104.0,41.84,24.0,280.0,4.61,4.7,0.32,2.7,5.0,158.49,50.0,210.77,1.0,882.0
Sandwich,167.1,169.5,56.15,40.0,375.0,4.21,4.4,0.7,2.2,5.0,13.02,6.0,21.47,1.0,165.0
Sandwich & Burger,145.0,145.0,,145.0,145.0,4.7,4.7,,4.7,4.7,7.0,7.0,,7.0,7.0
Sandwich & Burgers & Rolls,516.67,495.0,60.22,450.0,600.0,4.6,4.65,0.31,4.1,4.9,24.33,27.5,14.35,5.0,42.0
Sandwich Bar,219.0,230.0,77.57,95.0,295.0,4.44,4.5,0.34,3.9,4.8,6.6,6.0,4.77,2.0,12.0
Sandwich Combo,96.3,140.0,69.7,20.5,160.5,4.0,4.1,0.34,3.4,4.2,3.8,4.0,0.45,3.0,4.0
Sandwich Corner,156.43,150.0,69.74,85.0,285.0,4.13,4.3,0.81,2.9,5.0,104.0,51.0,185.22,8.0,521.0
Sandwich Grilled,220.0,212.5,44.91,175.0,280.0,4.22,4.25,0.28,3.9,4.5,37.75,34.0,18.48,21.0,62.0
Sandwich Varieties,104.0,88.0,23.46,88.0,150.0,4.73,5.0,0.52,3.6,5.0,22.43,17.0,18.77,4.0,56.0
Sandwiches,200.04,166.5,108.42,50.0,588.0,4.26,4.4,0.64,2.0,5.0,23.79,7.0,55.08,1.0,545.0
Sandwiches & Burgers,459.3,450.0,143.0,260.0,660.0,4.7,4.7,0.17,4.4,5.0,59.3,39.0,66.82,4.0,196.0
Sandwiches & Rolls,325.0,325.0,,325.0,325.0,5.0,5.0,,5.0,5.0,1.0,1.0,,1.0,1.0
Sandwiches & Wraps,198.33,180.0,31.75,180.0,235.0,3.17,3.2,0.55,2.6,3.7,6.67,5.0,3.79,4.0,11.0
Sandwiches (w/ In-House Focaccia Bread),433.33,420.0,23.09,420.0,460.0,4.63,4.8,0.29,4.3,4.8,10.67,5.0,11.59,3.0,24.0
Sandwiches and Wraps,229.75,199.0,135.98,89.0,616.0,4.07,4.0,0.47,2.9,5.0,29.88,10.0,38.67,1.0,164.0
"Sandwiches, Burgers",339.0,349.0,66.33,249.0,409.0,4.05,4.6,1.42,2.0,5.0,8.0,7.0,2.83,6.0,12.0
Sandwichs,133.75,140.0,30.68,80.0,180.0,4.06,4.1,0.62,2.8,5.0,68.38,46.5,69.19,3.0,196.0
Sashimi,680.0,680.0,,680.0,680.0,4.7,4.7,,4.7,4.7,6.0,6.0,,6.0,6.0
Sashti thali,164.14,165.0,27.08,115.0,200.0,4.24,4.3,0.34,3.8,4.8,154.57,97.0,126.01,33.0,390.0
Sath Sath,86.67,80.0,60.28,30.0,150.0,4.17,4.0,0.47,3.8,4.7,5.67,6.0,2.52,3.0,8.0
Satvik Dishes,60.0,60.0,20.0,40.0,80.0,4.73,4.8,0.21,4.5,4.9,13.0,14.0,1.73,11.0,14.0
Sauce & Dips,47.5,45.0,9.57,40.0,60.0,4.42,4.35,0.19,4.3,4.7,6.5,7.0,2.65,3.0,9.0
Savories,81.0,75.0,58.67,20.0,155.0,4.72,4.8,0.23,4.4,5.0,6.2,7.0,3.11,3.0,10.0
Savory,50.0,50.0,,50.0,50.0,3.6,3.6,,3.6,3.6,3.0,3.0,,3.0,3.0
Savour The Sea,630.0,630.0,0.0,630.0,630.0,4.3,4.3,0.28,4.1,4.5,26.5,26.5,9.19,20.0,33.0
Savouries,124.99,120.0,29.85,58.0,185.0,4.55,4.7,0.4,3.1,5.0,83.26,14.0,207.42,1.0,953.0
Savoury,138.0,107.0,62.61,69.0,210.0,4.61,4.7,0.22,4.2,4.9,64.71,2.0,115.57,1.0,301.0
Sawan Special,237.5,237.5,17.68,225.0,250.0,4.3,4.3,0.14,4.2,4.4,138.0,138.0,175.36,14.0,262.0
Schezwan,160.0,160.0,,160.0,160.0,3.8,3.8,,3.8,3.8,6.0,6.0,,6.0,6.0
